topic,Refid,Bibliography,sampPoint,nSample,sampCountry,sampArea,sampY,targetSpecies,sampledMatrix,agent,anMeth,nPositive,common_name,strain,infectionMethod,chem,route,endpoint,dose
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Riverside Co., CA",,,,,Unknown,,Almond,"Isolate ALS0011, ALS0200, ALS0201",Natural infection,,,,
ALPHA Xylella,135,"X. Yuan, L. Morano, R. Bromley, S. Spring-Pearson, R. Stouthamer and L. Nunney. ""Multilocus Sequence Typing of Xylella fastidiosa Causing Pierce's Disease and Oleander Leaf Scorch in the United States"". Phytopathology 100 (2010): 601-611",,,United States,"Leesburg Lake Co., FL",,,,,Unknown,,Elderberry,Isolate EDB218,Natural infection,,,,
ALPHA Xylella,179,"R. Hernandez-Martinez, H. S. Costa, C. K. Dumenyo and D. A. Cooksey. ""Differentiation of strains of Xylella fastidiosa infecting grape, almonds, and oleander using a multiprimer PCR assay"". Plant Disease 90 (2006): 1382-1388",,,United States,Texas,,,,,,,Oleander,Texas,Natural infection,,,,
ALPHA Xylella,179,"R. Hernandez-Martinez, H. S. Costa, C. K. Dumenyo and D. A. Cooksey. ""Differentiation of strains of Xylella fastidiosa infecting grape, almonds, and oleander using a multiprimer PCR assay"". Plant Disease 90 (2006): 1382-1388",,,United States,"Temecula, CA",,,,,,,Almond,187,Natural infection,,,,
ALPHA Xylella,179,"R. Hernandez-Martinez, H. S. Costa, C. K. Dumenyo and D. A. Cooksey. ""Differentiation of strains of Xylella fastidiosa infecting grape, almonds, and oleander using a multiprimer PCR assay"". Plant Disease 90 (2006): 1382-1388",,,United States,"Riverside, CA",,,,,,,Oleander,Riverside,Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,"Riverside Co., CA",,,,,,,Olive,,Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,"Riverside Co., CA",,,,,,,Purple leaf plum,,Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,"San Bernardino Co., CA",,,,,,,Sweetgum,,Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,"Riverside Co., CA",,,,,Polymerase chain reaction (PCR),,Western redbud,Isolate cercis049,Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,"Riverside Co., CA",,,,,Polymerase chain reaction (PCR),,Daylily,Isolate HEM034,Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,"Riverside Co., CA",,,,,Polymerase chain reaction (PCR),,Maidenhair tree,Isolate GB100,Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,"Riverside Co., CA",,,,,Polymerase chain reaction (PCR),,Jacaranda,Isolate JM028,Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,"San Bernandino, CA",,,,,Polymerase chain reaction (PCR),,Crape myrtle,Isolate LI021,Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,"San Bernandino, CA",,,,,Polymerase chain reaction (PCR),,Sweetgum,"Isolate LS020, LS022, LS043",Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,"San Bernandino, CA",,,,,Polymerase chain reaction (PCR),,Heavenly bamboo,Isolate NI065,Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,"Riverside, CA",,,,,Polymerase chain reaction (PCR),,Spanish broom,Isolate SB-R,Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,"Riverside, CA",,,,,Polymerase chain reaction (PCR),,Olea europea,Isolate G12,Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,"Riverside, CA",,,,,Polymerase chain reaction (PCR),,Purple leafed-plum,"Isolate PC057, PC086, PC045, PC052, PC053, PCAcl12",Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,San Bernardino,,,,,Polymerase chain reaction (PCR),,Purple leafed-plum,Isolate PC076,Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,San Bernardino,,,,,Polymerase chain reaction (PCR),,Almond,"Isolate ALS035, ALS036",Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,San Bernardino,,,,,Polymerase chain reaction (PCR),,Cherry,"Isolate cherry018, cherry019",Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,Florida,,,,,Polymerase chain reaction (PCR),,Oak,Isolate 92-10,Natural infection,,,,
ALPHA Xylella,180,"R. Hernandez-Martinez, K. A. de la Cerda, H. S. Costa, D. A. Cooksey and F. P. Wong. ""Phylogenetic relationships of Xylella fastidiosa strains isolated from landscape ornamentals in southern California"". Phytopathology 97 (2007): 857-864",,,United States,Florida,,,,,Polymerase chain reaction (PCR),,Grape,Isolate Florida,Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,United States,Florida,,,,,Unknown,,Madagascar rosy periwinkle,ATCC 35878,Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,United States,Florida,,,,,Unknown,,Ragweed,ATCC 35876,Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,United States,Georgia,,,,,Unknown,,Red oak,ATCC 35874,Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,United States,Massachussets,,,,,Unknown,,Mulberry,"ATCC 35868, ATCC 35869, MUL-1",Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,United States,California,,,,,Unknown,,Almond,"ATCC 35870, ALS-BCG",Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,United States,Georgia,,,,,Unknown,,Plum,ATCC 35871,Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,Brazil,Sao Paulo,,,,,Unknown,,Coffee,"Café 20/11, Funde-2",Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,Brazil,Casa Branca,,,,,Unknown,,Coffee,Funde-4,Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,Costa Rica,Desamparados,,,,,Unknown,,Coffee,"Ca-Vc1, Ca-Vc2, Ca-Vc3",NA,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,Costa Rica,Grecia,,,,,Unknown,,Coffee,"Ca-IIc2, Ca-IIIc3",Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,Costa Rica,Curridabat,,,,,Unknown,,Coffee,"Ca-VIc2, Ca-VIc3",Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,Costa Rica,Orosi,,,,,Unknown,,Coffee,"Ca-VIIc1, Ca-VIIc2",Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,Costa Rica,Santa Elena,,,,,Unknown,,Citrus,C.sp.-Ic1,Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,Brazil,Sao Paulo,,,,,Unknown,,Sweet orange,"Funde-3, Funde-5, LAR 20/11",Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,Brazil,Taquaritinga,,,,,Unknown,,Sweet orange,Taq 30,Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,United States,Washington D.C.,,,,,Unknown,,American elm,"ATCC 35873, Elm-1",Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,Costa Rica,Santa Ana,,,,,Unknown,,Grapevine,"Vv-Ic1, Vv-Ic2, Vv-Ic3",Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,Costa Rica,San Jose,,,,,Unknown,,Grapevine,"Vv-IIc1, Vv-IIc2, Vv-IIc3",Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,United States,California,,,,,Unknown,,Grapevine,ATCC 35877,Natural infection,,,,
ALPHA Xylella,190,"M. Montero-Astua, J. S. Hartung, E. Aguilar, C. Chacon, W. Li, F. J. Albertazzi and C. Rivera. ""Genetic diversity of Xylella fastidiosa strains from Costa Rica, Sao Paulo, Brazil, and United States"". Phytopathology 97 (2007): 1338-1347",,,United States,Florida,,,,,Unknown,,Grapevine,"ATCC 35879, ATCC 35881, PCE-FG",Natural infection,,,,
ALPHA Xylella,195,"E. B. Shapland, K. M. Daane, G. Y. Yokota, C. Wistrom, J. H. Connell, R. A. Duncan and M. A. Viveros. ""Ground vegetation survey for Xylella fastidiosa in California almond orchards"". Plant Disease 90 (2006): 905-909",,,United States,California's Central Valley,,,,,"Polymerase chain reaction (PCR),Unknown",,Common groundsel,,Natural infection,,,,
ALPHA Xylella,195,"E. B. Shapland, K. M. Daane, G. Y. Yokota, C. Wistrom, J. H. Connell, R. A. Duncan and M. A. Viveros. ""Ground vegetation survey for Xylella fastidiosa in California almond orchards"". Plant Disease 90 (2006): 905-909",,,United States,California's Central Valley,,,,,Polymerase chain reaction (PCR),,Sowthistle,,Natural infection,,,,
ALPHA Xylella,195,"E. B. Shapland, K. M. Daane, G. Y. Yokota, C. Wistrom, J. H. Connell, R. A. Duncan and M. A. Viveros. ""Ground vegetation survey for Xylella fastidiosa in California almond orchards"". Plant Disease 90 (2006): 905-909",,,United States,California's Central Valley,,,,,Polymerase chain reaction (PCR),,Shepherd's purse,,Natural infection,,,,
ALPHA Xylella,195,"E. B. Shapland, K. M. Daane, G. Y. Yokota, C. Wistrom, J. H. Connell, R. A. Duncan and M. A. Viveros. ""Ground vegetation survey for Xylella fastidiosa in California almond orchards"". Plant Disease 90 (2006): 905-909",,,United States,California's Central Valley,,,,,Polymerase chain reaction (PCR),,London rocket,,Natural infection,,,,
ALPHA Xylella,195,"E. B. Shapland, K. M. Daane, G. Y. Yokota, C. Wistrom, J. H. Connell, R. A. Duncan and M. A. Viveros. ""Ground vegetation survey for Xylella fastidiosa in California almond orchards"". Plant Disease 90 (2006): 905-909",,,United States,California's Central Valley,,,,,Polymerase chain reaction (PCR),,London rocket,,Natural infection,,,,
ALPHA Xylella,195,"E. B. Shapland, K. M. Daane, G. Y. Yokota, C. Wistrom, J. H. Connell, R. A. Duncan and M. A. Viveros. ""Ground vegetation survey for Xylella fastidiosa in California almond orchards"". Plant Disease 90 (2006): 905-909",,,United States,California's Central Valley,,,,,Polymerase chain reaction (PCR),,Chickweed,,Natural infection,,,,
ALPHA Xylella,195,"E. B. Shapland, K. M. Daane, G. Y. Yokota, C. Wistrom, J. H. Connell, R. A. Duncan and M. A. Viveros. ""Ground vegetation survey for Xylella fastidiosa in California almond orchards"". Plant Disease 90 (2006): 905-909",,,United States,California's Central Valley,,,,,Polymerase chain reaction (PCR),,Burclover,,Natural infection,,,,
ALPHA Xylella,195,"E. B. Shapland, K. M. Daane, G. Y. Yokota, C. Wistrom, J. H. Connell, R. A. Duncan and M. A. Viveros. ""Ground vegetation survey for Xylella fastidiosa in California almond orchards"". Plant Disease 90 (2006): 905-909",,,United States,California's Central Valley,,,,,Polymerase chain reaction (PCR),,Filaree,,Natural infection,,,,
ALPHA Xylella,195,"E. B. Shapland, K. M. Daane, G. Y. Yokota, C. Wistrom, J. H. Connell, R. A. Duncan and M. A. Viveros. ""Ground vegetation survey for Xylella fastidiosa in California almond orchards"". Plant Disease 90 (2006): 905-909",,,United States,California's Central Valley,,,,,Polymerase chain reaction (PCR),,Cheeseweed,,Natural infection,,,,
